epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,74.6655,3.10236,5.52325,1.07466,0,0,0,0,2.75738,5.62947,0.97772,0.000172798,0.000172798,0.000172798
16,80.3293,3.08324,5.53551,1.05744,0,0,0,0,2.73395,5.61317,0.97569,0.000172355,0.000172355,0.000172355
17,85.1672,3.05881,5.537,1.06062,0,0,0,0,2.71168,5.60995,0.97599,0.000171912,0.000171912,0.000171912
18,90.2377,3.15379,5.45259,1.03789,0,0,0,0,2.69297,5.59262,0.97624,0.000171469,0.000171469,0.000171469
19,95.1934,2.9813,5.47482,1.01414,0,0,0,0,2.67229,5.56484,0.97109,0.000171026,0.000171026,0.000171026
20,100.289,2.79739,5.44287,1.01262,0.00321,0.00175,0.0019,0.00019,2.64575,5.52928,0.96689,0.000170583,0.000170583,0.000170583
21,105.261,2.87054,5.3678,1.01538,0.00275,0.00175,0.00185,0.00018,2.62334,5.50816,0.96489,0.000170139,0.000170139,0.000170139
22,110.321,2.80442,5.34961,1.00427,0.00315,0.00559,0.00253,0.00031,2.58404,5.467,0.96167,0.000169696,0.000169696,0.000169696
23,115.439,2.73298,5.38815,0.98556,0.00515,0.00752,0.00356,0.00076,2.58038,5.43655,0.96341,0.000169253,0.000169253,0.000169253
24,120.521,2.76265,5.33832,0.986,0.00344,0.00752,0.0025,0.00034,2.56237,5.4069,0.96293,0.00016881,0.00016881,0.00016881
25,126.088,2.88637,5.29193,0.98384,0.00308,0.01057,0.00241,0.00051,2.53935,5.39044,0.95714,0.000168367,0.000168367,0.000168367
26,131.583,2.66292,5.27809,0.96688,0.00341,0.01875,0.0025,0.00079,2.53879,5.35031,0.94744,0.000167924,0.000167924,0.000167924
27,137.327,2.64902,5.22126,0.96347,0.00342,0.02215,0.00246,0.00111,2.53673,5.31911,0.94522,0.000167481,0.000167481,0.000167481
28,143.077,2.66317,5.21331,0.97026,0.00369,0.03915,0.00273,0.00106,2.45681,5.28548,0.93912,0.000167038,0.000167038,0.000167038
29,148.86,2.82249,5.22186,0.97565,0.00341,0.03836,0.00263,0.00103,2.41821,5.27364,0.93708,0.000166595,0.000166595,0.000166595
30,155.072,2.64308,5.19025,0.95257,0.00318,0.05357,0.00277,0.00108,2.39731,5.24453,0.9329,0.000166152,0.000166152,0.000166152
31,160.606,2.65003,5.15107,0.95192,0.00362,0.05261,0.00303,0.00118,2.41399,5.2212,0.92982,0.000165709,0.000165709,0.000165709
32,166.061,2.61789,5.08088,0.95567,0.00547,0.05468,0.00391,0.00168,2.45604,5.20646,0.93064,0.000165266,0.000165266,0.000165266
33,171.61,2.59119,4.99763,0.95181,0.00533,0.05324,0.004,0.00185,2.47645,5.20126,0.93079,0.000164823,0.000164823,0.000164823
34,177.054,2.5041,4.98367,0.93773,0.00496,0.0566,0.0037,0.00182,2.4499,5.18355,0.9279,0.00016438,0.00016438,0.00016438
35,182.261,2.48373,5.02712,0.94972,0.00466,0.0614,0.00395,0.00183,2.37168,5.16805,0.92339,0.000163937,0.000163937,0.000163937
36,187.514,2.54503,4.88869,0.94281,0.00399,0.06589,0.00362,0.00181,2.31642,5.15542,0.91892,0.000163494,0.000163494,0.000163494
37,192.539,2.37596,4.89359,0.94708,0.00393,0.06973,0.00363,0.00181,2.29303,5.14207,0.9179,0.000163051,0.000163051,0.000163051
38,197.62,2.33122,4.96491,0.94543,0.00513,0.09816,0.00443,0.00205,2.28731,5.13274,0.92078,0.000162608,0.000162608,0.000162608
39,202.688,2.50213,4.85973,0.93166,0.00536,0.10603,0.00445,0.00215,2.25355,5.12367,0.91452,0.000162165,0.000162165,0.000162165
40,207.948,2.44579,4.75803,0.93899,0.00574,0.10485,0.00476,0.00215,2.28532,5.1122,0.91015,0.000161722,0.000161722,0.000161722
41,212.956,2.40711,4.84439,0.92632,0.00556,0.09795,0.00472,0.00206,2.36929,5.10958,0.91266,0.000161279,0.000161279,0.000161279
42,218.159,2.48772,4.78335,0.93229,0.00577,0.10145,0.00494,0.00206,2.469,5.0998,0.91758,0.000160836,0.000160836,0.000160836
43,223.338,2.54453,4.79092,0.93478,0.00574,0.11052,0.00493,0.00227,2.41539,5.05649,0.91412,0.000160393,0.000160393,0.000160393
44,228.629,2.44505,4.61963,0.93064,0.00714,0.12558,0.00579,0.00294,2.31386,5.00313,0.90937,0.00015995,0.00015995,0.00015995
45,234.002,2.46895,4.70742,0.923,0.00695,0.12543,0.0059,0.00307,2.29014,4.97916,0.90669,0.000159507,0.000159507,0.000159507
46,239.937,2.34,4.71582,0.91069,0.00621,0.12769,0.00599,0.00298,2.26779,4.93713,0.9036,0.000159064,0.000159064,0.000159064
47,245.604,2.33336,4.61361,0.92767,0.00666,0.13442,0.00626,0.00319,2.29209,4.91003,0.90611,0.000158621,0.000158621,0.000158621
48,251.208,2.37693,4.5801,0.92781,0.00609,0.14292,0.00605,0.00273,2.30849,4.88138,0.91047,0.000158178,0.000158178,0.000158178
49,256.602,2.44107,4.67569,0.91574,0.00711,0.15152,0.00661,0.00301,2.31181,4.86656,0.91163,0.000157735,0.000157735,0.000157735
50,262.045,2.46546,4.64832,0.93272,0.00632,0.16825,0.00636,0.00325,2.28623,4.82715,0.90725,0.000157292,0.000157292,0.000157292
51,267.537,2.38791,4.571,0.91967,0.00638,0.17881,0.00618,0.00307,2.25579,4.7862,0.90161,0.000156849,0.000156849,0.000156849
52,273.469,2.36934,4.54043,0.9063,0.00569,0.1877,0.00579,0.00293,2.2355,4.75112,0.89843,0.000156406,0.000156406,0.000156406
53,279.285,2.31574,4.44997,0.92682,0.00586,0.19285,0.0059,0.00306,2.22325,4.74302,0.89815,0.000155963,0.000155963,0.000155963
54,285.192,2.45272,4.52781,0.92869,0.00755,0.22372,0.00724,0.00345,2.17346,4.71149,0.89625,0.00015552,0.00015552,0.00015552
55,291.039,2.29539,4.44094,0.90247,0.00692,0.23484,0.00713,0.00346,2.12935,4.68663,0.89142,0.000155077,0.000155077,0.000155077
56,296.443,2.26843,4.3658,0.91518,0.00716,0.26654,0.00766,0.00378,2.11942,4.67642,0.88952,0.000154634,0.000154634,0.000154634
57,301.526,2.13541,4.21893,0.90803,0.00712,0.27138,0.0078,0.00385,2.11095,4.6706,0.88911,0.000154191,0.000154191,0.000154191
58,306.719,2.23008,4.36068,0.91037,0.00806,0.29268,0.00885,0.0042,2.10274,4.66507,0.88919,0.000153748,0.000153748,0.000153748
59,311.964,2.26828,4.23536,0.91269,0.00929,0.30308,0.01002,0.00491,2.08643,4.65125,0.88901,0.000153305,0.000153305,0.000153305
60,317.859,2.36235,4.3669,0.9055,0.00902,0.29969,0.01013,0.00488,2.08519,4.63623,0.88665,0.000152862,0.000152862,0.000152862
61,323.267,2.3035,4.26165,0.91682,0.00917,0.2885,0.01017,0.00497,2.09429,4.61985,0.8862,0.000152418,0.000152418,0.000152418
62,329.064,2.4932,4.35432,0.91498,0.00843,0.28943,0.01004,0.00479,2.14388,4.59385,0.89034,0.000151975,0.000151975,0.000151975
63,334.434,2.2152,4.15599,0.89399,0.00818,0.29489,0.01039,0.00459,2.21642,4.569,0.89451,0.000151532,0.000151532,0.000151532
64,340.301,2.30326,4.26854,0.92552,0.00776,0.30093,0.01018,0.00454,2.21872,4.54031,0.89555,0.000151089,0.000151089,0.000151089
65,347.232,2.28093,4.01845,0.89935,0.00751,0.30269,0.01006,0.00449,2.21478,4.52578,0.89568,0.000150646,0.000150646,0.000150646
66,354.466,2.3174,4.07727,0.90772,0.00742,0.32252,0.01021,0.00465,2.19102,4.5033,0.89491,0.000150203,0.000150203,0.000150203
67,361.376,2.23871,3.99967,0.91927,0.00866,0.34625,0.01175,0.0051,2.12386,4.48299,0.88902,0.00014976,0.00014976,0.00014976
68,368.727,2.23741,4.10005,0.91343,0.00926,0.37686,0.01234,0.00532,2.06164,4.46183,0.8834,0.000149317,0.000149317,0.000149317
69,377.246,2.32613,4.05585,0.91241,0.00906,0.3689,0.01206,0.00535,2.06096,4.4539,0.88219,0.000148874,0.000148874,0.000148874
70,385.976,2.09431,3.92248,0.88537,0.00889,0.37976,0.01181,0.00541,2.06462,4.43962,0.8805,0.000148431,0.000148431,0.000148431
71,395.343,2.23218,4.04216,0.89842,0.00712,0.37105,0.01056,0.00509,2.09131,4.43501,0.88181,0.000147988,0.000147988,0.000147988
72,404.867,2.16128,4.06555,0.88946,0.00704,0.38049,0.0107,0.00515,2.10423,4.42085,0.88312,0.000147545,0.000147545,0.000147545
73,412.992,2.18937,3.95547,0.89788,0.00848,0.39137,0.01204,0.00566,2.09034,4.4052,0.88207,0.000147102,0.000147102,0.000147102
74,419.389,2.31626,4.0764,0.89222,0.00878,0.40428,0.01172,0.00572,2.05024,4.37702,0.87874,0.000146659,0.000146659,0.000146659
75,425.603,2.23447,3.87464,0.90474,0.00906,0.41486,0.0118,0.00572,2.03051,4.35938,0.87726,0.000146216,0.000146216,0.000146216
76,431.184,2.22407,4.02917,0.90561,0.00803,0.41764,0.0109,0.0055,2.03966,4.34521,0.87692,0.000145773,0.000145773,0.000145773
77,437.626,1.99995,3.91876,0.87251,0.00789,0.41868,0.01081,0.00542,2.03534,4.33376,0.87658,0.00014533,0.00014533,0.00014533
78,443.75,2.19262,3.82308,0.89526,0.00828,0.42845,0.01105,0.00574,2.00981,4.31244,0.87453,0.000144887,0.000144887,0.000144887
79,449.083,2.25353,3.86579,0.91487,0.00872,0.45124,0.01199,0.0058,2.00038,4.29157,0.87361,0.000144444,0.000144444,0.000144444
80,454.504,2.13389,3.72271,0.8922,0.00849,0.45791,0.01234,0.00585,2.00692,4.27201,0.87505,0.000144001,0.000144001,0.000144001
81,459.858,2.23557,3.83817,0.8971,0.0084,0.46136,0.01242,0.00578,2.01743,4.26544,0.87601,0.000143558,0.000143558,0.000143558
82,465.105,2.0772,3.82401,0.88323,0.00832,0.46171,0.01305,0.00596,1.99476,4.24577,0.87391,0.000143115,0.000143115,0.000143115
83,470.466,2.0618,3.82526,0.89717,0.00832,0.45826,0.01322,0.00625,1.9723,4.2332,0.87174,0.000142672,0.000142672,0.000142672
84,476.182,2.15995,3.79014,0.89675,0.00776,0.44727,0.01335,0.00651,1.96072,4.22149,0.87306,0.000142229,0.000142229,0.000142229
85,482.2,2.23802,3.76029,0.8962,0.00759,0.43949,0.01328,0.00641,1.96243,4.21622,0.87365,0.000141786,0.000141786,0.000141786
86,488.423,2.07283,3.72727,0.88235,0.00744,0.43838,0.01337,0.00646,1.97542,4.20866,0.87475,0.000141343,0.000141343,0.000141343
87,494.234,2.11582,3.70321,0.8886,0.00747,0.45147,0.01414,0.00666,2.00621,4.19933,0.87643,0.0001409,0.0001409,0.0001409
88,499.695,2.22579,3.714,0.90191,0.00731,0.44892,0.01358,0.00649,2.0843,4.18983,0.88065,0.000140457,0.000140457,0.000140457
89,504.942,2.15627,3.62325,0.90524,0.00737,0.4574,0.01404,0.00638,2.10063,4.18322,0.88157,0.000140014,0.000140014,0.000140014
90,510.32,2.14033,3.65015,0.88893,0.00765,0.47628,0.01431,0.00698,2.01959,4.1536,0.87575,0.000139571,0.000139571,0.000139571
91,515.669,2.06954,3.52348,0.88327,0.00778,0.4807,0.01451,0.00715,1.93665,4.1303,0.8712,0.000139128,0.000139128,0.000139128
92,521.043,1.98816,3.59895,0.89156,0.00771,0.47576,0.01515,0.00734,1.92588,4.1236,0.87083,0.000138685,0.000138685,0.000138685
93,526.382,2.12346,3.65606,0.90054,0.0076,0.47384,0.01515,0.0074,1.93152,4.12071,0.87119,0.000138242,0.000138242,0.000138242
94,531.751,2.08936,3.64567,0.89142,0.00756,0.47036,0.01406,0.00695,1.96659,4.11901,0.87334,0.000137799,0.000137799,0.000137799
95,536.994,2.04845,3.62553,0.89877,0.00753,0.4766,0.01402,0.00679,1.99852,4.1115,0.87486,0.000137356,0.000137356,0.000137356
96,542.319,2.08341,3.52298,0.89046,0.00743,0.48569,0.01431,0.00694,2.01388,4.10024,0.87588,0.000136913,0.000136913,0.000136913
97,547.531,2.31642,3.68344,0.90599,0.00716,0.46892,0.01406,0.00678,2.01783,4.09357,0.87639,0.00013647,0.00013647,0.00013647
98,552.894,2.09753,3.57712,0.89215,0.00716,0.46949,0.01398,0.00688,2.02109,4.07977,0.87651,0.000136027,0.000136027,0.000136027
99,558.189,1.94987,3.60954,0.87673,0.00719,0.47537,0.0139,0.007,1.99036,4.06355,0.87572,0.000135584,0.000135584,0.000135584
100,563.497,2.11715,3.55124,0.88927,0.00722,0.47908,0.01447,0.00747,1.95094,4.04557,0.87277,0.000135141,0.000135141,0.000135141
101,568.768,2.14541,3.62809,0.89073,0.00722,0.48128,0.01456,0.00764,1.92932,4.03477,0.87072,0.000134697,0.000134697,0.000134697
102,574.274,2.00085,3.52761,0.87391,0.00727,0.48986,0.01468,0.00784,1.91598,4.02348,0.8689,0.000134254,0.000134254,0.000134254
103,579.584,2.28049,3.52777,0.89301,0.00739,0.5012,0.01704,0.00841,1.92188,4.0099,0.86847,0.000133811,0.000133811,0.000133811
104,584.913,1.97878,3.55404,0.87765,0.00773,0.51216,0.01618,0.00836,1.96782,3.99626,0.86998,0.000133368,0.000133368,0.000133368
105,590.178,2.13937,3.62732,0.89743,0.00752,0.50429,0.01623,0.00831,1.98938,3.98974,0.87111,0.000132925,0.000132925,0.000132925
106,595.409,2.06345,3.47571,0.89431,0.00759,0.51982,0.01548,0.00772,1.99454,3.97906,0.87181,0.000132482,0.000132482,0.000132482
107,600.733,2.08224,3.48664,0.87611,0.00748,0.52881,0.01564,0.00783,1.97722,3.96389,0.87191,0.000132039,0.000132039,0.000132039
108,606.144,2.12093,3.48638,0.87553,0.00781,0.53434,0.01685,0.00872,1.93902,3.95243,0.86899,0.000131596,0.000131596,0.000131596
109,611.483,1.93335,3.43188,0.8842,0.00798,0.53628,0.01641,0.00842,1.92111,3.94607,0.86727,0.000131153,0.000131153,0.000131153
110,617.014,1.90986,3.38735,0.87356,0.00789,0.55078,0.01598,0.00857,1.889,3.93517,0.86409,0.00013071,0.00013071,0.00013071
111,622.419,1.90577,3.36561,0.88191,0.00831,0.5705,0.01665,0.00902,1.88279,3.92477,0.86267,0.000130267,0.000130267,0.000130267
112,627.784,2.2757,3.50532,0.89585,0.00801,0.55968,0.01653,0.00936,1.91737,3.91964,0.86297,0.000129824,0.000129824,0.000129824
113,633.125,2.04552,3.38525,0.85477,0.00791,0.54427,0.01632,0.00902,1.95335,3.92081,0.86378,0.000129381,0.000129381,0.000129381
114,638.52,2.0392,3.46904,0.88334,0.00781,0.53446,0.01577,0.00828,2.00591,3.92966,0.86708,0.000128938,0.000128938,0.000128938
115,644.715,1.96964,3.32235,0.87516,0.00773,0.53893,0.01571,0.00803,1.98993,3.9297,0.86703,0.000128495,0.000128495,0.000128495
116,657.723,1.94914,3.33139,0.87267,0.00792,0.55041,0.01584,0.00836,1.92433,3.92194,0.86417,0.000128052,0.000128052,0.000128052
117,672.64,1.87965,3.42716,0.88884,0.00787,0.55434,0.01577,0.00837,1.90288,3.92131,0.86325,0.000127609,0.000127609,0.000127609
118,689.054,2.11829,3.438,0.87803,0.00812,0.57147,0.01585,0.00845,1.87782,3.91309,0.86174,0.000127166,0.000127166,0.000127166
119,704.87,2.07358,3.35282,0.88194,0.00845,0.58466,0.01617,0.00854,1.8767,3.90488,0.86097,0.000126723,0.000126723,0.000126723
120,718.663,1.96724,3.28845,0.89924,0.00836,0.58045,0.01629,0.00839,1.92568,3.89969,0.86262,0.00012628,0.00012628,0.00012628
121,732.462,1.99437,3.4286,0.87503,0.00823,0.5699,0.0161,0.00828,1.9743,3.90533,0.86551,0.000125837,0.000125837,0.000125837
122,748.885,1.98517,3.34836,0.85237,0.00817,0.55765,0.01632,0.00799,2.04714,3.91284,0.86948,0.000125394,0.000125394,0.000125394
