epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,985.087,1.10322,3.2363,0.86758,0.1031,0.15317,0.06588,0.05136,0.80663,3.11737,0.82534,0.000125837,0.000125837,0.000125837
17,1051.6,1.09792,3.18918,0.86633,0.05111,0.1657,0.07161,0.05603,0.83099,3.05234,0.82761,0.000122293,0.000122293,0.000122293
18,1118.56,1.05517,3.11673,0.86102,0.06159,0.15715,0.08027,0.06277,0.8292,3.02914,0.82606,0.000118749,0.000118749,0.000118749
19,1184.8,1.08333,3.0946,0.86046,0.10853,0.17147,0.0927,0.07253,0.80062,3.00243,0.82226,0.000115204,0.000115204,0.000115204
20,1247.32,1.06346,3.04028,0.86214,0.08863,0.18217,0.10211,0.08153,0.80041,2.93991,0.82366,0.00011166,0.00011166,0.00011166
21,1311.26,1.05421,3.0109,0.85665,0.08905,0.2213,0.10173,0.08199,0.76282,2.89873,0.81959,0.000108116,0.000108116,0.000108116
22,1374.59,1.03722,2.97427,0.85583,0.08759,0.18011,0.1092,0.08787,0.7796,2.88145,0.82084,0.000104572,0.000104572,0.000104572
23,1438.39,1.05035,2.94655,0.85486,0.13556,0.1956,0.11729,0.09423,0.78088,2.83048,0.82085,0.000101028,0.000101028,0.000101028
24,1500.63,1.0301,2.92189,0.85374,0.09098,0.21727,0.11808,0.09391,0.78023,2.81645,0.82216,9.74834e-05,9.74834e-05,9.74834e-05
25,1562.1,0.99638,2.88361,0.85148,0.07971,0.23821,0.11613,0.09218,0.77912,2.79155,0.82106,9.39392e-05,9.39392e-05,9.39392e-05
26,1622.84,1.01045,2.8696,0.85258,0.103,0.23,0.13035,0.10475,0.76586,2.76188,0.81945,9.0395e-05,9.0395e-05,9.0395e-05
27,1685.74,1.02763,2.84482,0.85883,0.11634,0.24404,0.13537,0.10967,0.75658,2.74571,0.8196,8.68508e-05,8.68508e-05,8.68508e-05
28,1754.51,1.00745,2.81138,0.85229,0.09098,0.26692,0.13919,0.11101,0.75947,2.70621,0.82109,8.33066e-05,8.33066e-05,8.33066e-05
29,1814.08,0.99819,2.7925,0.85275,0.12415,0.26607,0.15502,0.12423,0.77021,2.687,0.82033,7.97624e-05,7.97624e-05,7.97624e-05
30,1874.46,1.00981,2.80834,0.85905,0.18066,0.25789,0.15624,0.12578,0.77184,2.68011,0.82072,7.62182e-05,7.62182e-05,7.62182e-05
31,1934.06,0.99835,2.76618,0.85105,0.14303,0.29961,0.15842,0.12928,0.74138,2.63268,0.81678,7.2674e-05,7.2674e-05,7.2674e-05
32,1996.19,0.99132,2.72291,0.84865,0.14957,0.29987,0.16269,0.13299,0.74057,2.60335,0.81832,6.91298e-05,6.91298e-05,6.91298e-05
33,2060.4,0.98905,2.70221,0.84753,0.15113,0.29616,0.17111,0.13951,0.75079,2.57388,0.82007,6.55856e-05,6.55856e-05,6.55856e-05
34,2123.79,0.98616,2.68327,0.8515,0.16638,0.30385,0.19032,0.1565,0.72538,2.56068,0.81746,6.20414e-05,6.20414e-05,6.20414e-05
35,2182.52,0.97256,2.66728,0.84767,0.14788,0.29935,0.19517,0.16098,0.73055,2.54509,0.81704,5.84972e-05,5.84972e-05,5.84972e-05
36,2242.65,1.00381,2.66828,0.85435,0.12679,0.36429,0.19825,0.16132,0.75891,2.53371,0.8194,5.4953e-05,5.4953e-05,5.4953e-05
37,2302.3,0.95292,2.61465,0.84695,0.1646,0.34061,0.20586,0.16944,0.74406,2.51726,0.81896,5.14088e-05,5.14088e-05,5.14088e-05
38,2365.04,0.9586,2.60047,0.84286,0.14514,0.3769,0.20594,0.17052,0.73017,2.49858,0.81686,4.78646e-05,4.78646e-05,4.78646e-05
39,2424.09,0.95892,2.57456,0.8494,0.14301,0.33304,0.21521,0.17812,0.72844,2.48778,0.81738,4.43204e-05,4.43204e-05,4.43204e-05
40,2488.47,0.92832,2.55535,0.84922,0.1592,0.30846,0.21946,0.18164,0.72177,2.47918,0.81666,4.07762e-05,4.07762e-05,4.07762e-05
