epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,390.842,1.3134,4.53607,0.88013,0.00973,0.39697,0.01502,0.01122,1.11898,4.71892,0.86117,0.000122293,0.000122293,0.000122293
34,402.66,1.34811,4.53988,0.88968,0.00913,0.40649,0.01581,0.01224,1.08951,4.68143,0.85965,0.000120521,0.000120521,0.000120521
35,414.532,1.37396,4.55077,0.90935,0.00925,0.41255,0.01624,0.0128,1.07502,4.65082,0.85871,0.000118749,0.000118749,0.000118749
36,426.462,1.33675,4.41646,0.88132,0.00913,0.42562,0.01621,0.01274,1.08082,4.62624,0.85948,0.000116976,0.000116976,0.000116976
37,439.078,1.2804,4.41595,0.90638,0.00912,0.42792,0.01682,0.01312,1.0746,4.61447,0.85917,0.000115204,0.000115204,0.000115204
38,451.727,1.23111,4.40367,0.89229,0.00988,0.46332,0.01841,0.01409,1.06059,4.58022,0.8592,0.000113432,0.000113432,0.000113432
39,463.829,1.44568,4.4481,0.89651,0.01004,0.46684,0.01854,0.0142,1.07275,4.56241,0.85995,0.00011166,0.00011166,0.00011166
40,475.697,1.34955,4.30926,0.89898,0.01123,0.47568,0.01963,0.01503,1.07521,4.54927,0.85797,0.000109888,0.000109888,0.000109888
41,487.493,1.29893,4.28888,0.90021,0.01049,0.47032,0.02017,0.01542,1.08963,4.54737,0.85943,0.000108116,0.000108116,0.000108116
42,499.353,1.33202,4.22603,0.89408,0.01063,0.47172,0.01977,0.01506,1.08761,4.53955,0.85853,0.000106344,0.000106344,0.000106344
43,511.209,1.41853,4.22537,0.90251,0.0104,0.47602,0.01973,0.01526,1.04396,4.5223,0.85383,0.000104572,0.000104572,0.000104572
44,522.966,1.28126,4.12663,0.88327,0.01005,0.47527,0.01918,0.01489,1.01468,4.5035,0.85,0.0001028,0.0001028,0.0001028
45,534.616,1.30362,4.20173,0.88803,0.01,0.47787,0.01945,0.01512,1.01309,4.49308,0.84985,0.000101028,0.000101028,0.000101028
46,547.562,1.21379,4.23009,0.88456,0.00983,0.49819,0.02027,0.01576,1.01886,4.46388,0.85014,9.92555e-05,9.92555e-05,9.92555e-05
47,560.249,1.29399,4.10313,0.90089,0.01017,0.52286,0.02092,0.0162,1.02322,4.43473,0.84952,9.74834e-05,9.74834e-05,9.74834e-05
48,573.838,1.2316,4.04683,0.90428,0.00981,0.53556,0.02231,0.01707,1.02124,4.40303,0.84897,9.57113e-05,9.57113e-05,9.57113e-05
49,589.038,1.30203,4.13373,0.88224,0.00993,0.54996,0.0224,0.01719,1.01649,4.39002,0.84844,9.39392e-05,9.39392e-05,9.39392e-05
50,602.487,1.21785,4.06564,0.87528,0.0101,0.55622,0.02294,0.01776,1.02557,4.37106,0.84951,9.21671e-05,9.21671e-05,9.21671e-05
51,614.947,1.30444,4.07207,0.875,0.01009,0.56757,0.02397,0.01862,1.05244,4.354,0.85254,9.0395e-05,9.0395e-05,9.0395e-05
52,627.044,1.21573,3.98303,0.86276,0.01012,0.57381,0.02441,0.01864,1.05255,4.3297,0.85356,8.86229e-05,8.86229e-05,8.86229e-05
53,639.271,1.2338,3.99384,0.88638,0.01042,0.58268,0.0249,0.01896,1.03933,4.31841,0.85253,8.68508e-05,8.68508e-05,8.68508e-05
54,653.253,1.32185,4.01952,0.89585,0.0106,0.59098,0.02555,0.01918,0.99946,4.30214,0.84799,8.50787e-05,8.50787e-05,8.50787e-05
55,667.287,1.23124,3.95965,0.88146,0.01084,0.59293,0.0261,0.01961,0.99111,4.29629,0.84642,8.33066e-05,8.33066e-05,8.33066e-05
56,680.13,1.23183,3.92932,0.87103,0.01084,0.58753,0.02606,0.01949,0.99596,4.29391,0.8465,8.15345e-05,8.15345e-05,8.15345e-05
57,692.696,1.17345,3.75341,0.88511,0.01078,0.58721,0.02627,0.01948,1.00081,4.2914,0.8465,7.97624e-05,7.97624e-05,7.97624e-05
58,706.209,1.14114,3.8944,0.86976,0.01126,0.6048,0.02773,0.02067,0.9846,4.27401,0.84507,7.79903e-05,7.79903e-05,7.79903e-05
59,719.075,1.24114,3.82925,0.88188,0.01127,0.61187,0.03025,0.02303,0.96763,4.25702,0.84347,7.62182e-05,7.62182e-05,7.62182e-05
60,732.079,1.27923,3.9093,0.87891,0.01205,0.61806,0.03171,0.02428,0.97311,4.24309,0.84341,7.44461e-05,7.44461e-05,7.44461e-05
61,744.638,1.23563,3.83304,0.88332,0.01206,0.6245,0.03205,0.02457,0.97805,4.23589,0.84363,7.2674e-05,7.2674e-05,7.2674e-05
62,756.892,1.3577,3.86249,0.88111,0.01195,0.62125,0.03423,0.02596,0.99733,4.22567,0.84442,7.09019e-05,7.09019e-05,7.09019e-05
63,770.275,1.17854,3.73581,0.86238,0.41827,0.07578,0.03519,0.02673,0.99886,4.2087,0.84386,6.91298e-05,6.91298e-05,6.91298e-05
64,782.688,1.23487,3.79588,0.87898,0.54651,0.04297,0.03629,0.02764,0.97716,4.18959,0.84251,6.73577e-05,6.73577e-05,6.73577e-05
65,795.071,1.22204,3.64699,0.86961,0.54635,0.04297,0.03645,0.02788,0.96915,4.18147,0.84199,6.55856e-05,6.55856e-05,6.55856e-05
66,808.385,1.23015,3.7467,0.87067,0.58712,0.03331,0.03704,0.02813,0.96017,4.17889,0.84196,6.38135e-05,6.38135e-05,6.38135e-05
67,820.293,1.18179,3.62215,0.88585,0.56963,0.03091,0.03905,0.02943,0.95906,4.16763,0.8423,6.20414e-05,6.20414e-05,6.20414e-05
68,832.51,1.22316,3.67542,0.88047,0.57242,0.03431,0.03984,0.02986,0.96143,4.14909,0.84232,6.02693e-05,6.02693e-05,6.02693e-05
69,845.357,1.36676,3.7277,0.88954,0.57218,0.03747,0.03939,0.02983,0.96222,4.14103,0.84227,5.84972e-05,5.84972e-05,5.84972e-05
70,857.338,1.06824,3.57286,0.85834,0.55139,0.0397,0.03975,0.03028,0.95586,4.12342,0.84154,5.67251e-05,5.67251e-05,5.67251e-05
71,869.376,1.22783,3.68939,0.8769,0.60476,0.03538,0.0401,0.03034,0.94633,4.11068,0.8405,5.4953e-05,5.4953e-05,5.4953e-05
72,881.28,1.22139,3.71253,0.85927,0.60663,0.03666,0.04064,0.03035,0.94474,4.09898,0.83999,5.31809e-05,5.31809e-05,5.31809e-05
73,893.169,1.23645,3.75291,0.88339,0.60634,0.03906,0.03996,0.02993,0.94739,4.09516,0.83994,5.14088e-05,5.14088e-05,5.14088e-05
74,905.051,1.30891,3.77848,0.87553,0.54219,0.04189,0.03935,0.02976,0.95472,4.08933,0.84025,4.96367e-05,4.96367e-05,4.96367e-05
75,921.272,1.207,3.59644,0.88003,0.52324,0.04816,0.03985,0.02978,0.95936,4.08186,0.84005,4.78646e-05,4.78646e-05,4.78646e-05
76,935.109,1.18507,3.73871,0.862,0.31033,0.12163,0.0391,0.029,0.9582,4.06839,0.83978,4.60925e-05,4.60925e-05,4.60925e-05
77,949.47,1.11151,3.56329,0.8581,0.30997,0.11875,0.03886,0.02889,0.9536,4.06322,0.83935,4.43204e-05,4.43204e-05,4.43204e-05
78,963.738,1.19274,3.50652,0.88524,0.29029,0.12319,0.03924,0.02919,0.9449,4.05721,0.83824,4.25483e-05,4.25483e-05,4.25483e-05
79,976.612,1.20353,3.59468,0.87549,0.34626,0.0962,0.03997,0.03048,0.94441,4.05397,0.83807,4.07762e-05,4.07762e-05,4.07762e-05
80,988.582,1.14797,3.49859,0.87037,0.36239,0.0967,0.03984,0.03021,0.94399,4.0472,0.83811,3.90041e-05,3.90041e-05,3.90041e-05
81,1000.72,1.18526,3.53891,0.87428,0.44219,0.08513,0.03992,0.03035,0.94444,4.04422,0.83812,3.7232e-05,3.7232e-05,3.7232e-05
82,1013.7,1.20419,3.52123,0.86606,0.38332,0.10492,0.03974,0.03021,0.9426,4.04084,0.83803,3.54599e-05,3.54599e-05,3.54599e-05
83,1027.17,1.24427,3.61577,0.87624,0.40218,0.09998,0.03985,0.03064,0.93809,4.03677,0.83776,3.36878e-05,3.36878e-05,3.36878e-05
84,1039.61,1.1709,3.57133,0.87024,0.46035,0.06581,0.03971,0.0307,0.93467,4.0323,0.83774,3.19157e-05,3.19157e-05,3.19157e-05
85,1052.09,1.15906,3.52788,0.86192,0.46096,0.06581,0.04022,0.03104,0.93147,4.03159,0.83745,3.01436e-05,3.01436e-05,3.01436e-05
86,1064.14,1.11693,3.45794,0.86283,0.44173,0.07796,0.04,0.03088,0.92626,4.03104,0.83724,2.83715e-05,2.83715e-05,2.83715e-05
87,1076.12,1.21644,3.49411,0.88018,0.40325,0.09336,0.04015,0.03101,0.92457,4.03018,0.83735,2.65994e-05,2.65994e-05,2.65994e-05
88,1088.04,1.15629,3.43209,0.85728,0.38528,0.10526,0.04017,0.03067,0.93455,4.03185,0.83833,2.48273e-05,2.48273e-05,2.48273e-05
89,1099.78,1.24251,3.42294,0.88504,0.40421,0.09882,0.04042,0.0308,0.93976,4.03269,0.83889,2.30552e-05,2.30552e-05,2.30552e-05
90,1111.69,1.17178,3.55659,0.8696,0.38537,0.11164,0.04047,0.03085,0.94165,4.02587,0.83892,2.12831e-05,2.12831e-05,2.12831e-05
91,1123.76,1.0103,3.31197,0.85717,0.34749,0.11035,0.04009,0.03047,0.94677,4.01762,0.83893,1.9511e-05,1.9511e-05,1.9511e-05
92,1135.59,0.9368,3.36576,0.84424,0.34955,0.11719,0.03941,0.02973,0.94324,4.01,0.83828,1.77389e-05,1.77389e-05,1.77389e-05
93,1147.79,0.98666,3.42416,0.83614,0.33077,0.12098,0.03918,0.02974,0.93699,4.0061,0.83744,1.59668e-05,1.59668e-05,1.59668e-05
94,1159.91,1.02074,3.40709,0.85305,0.33164,0.12503,0.03929,0.03008,0.93159,4.00011,0.83683,1.41947e-05,1.41947e-05,1.41947e-05
95,1172.02,0.96617,3.37845,0.84268,0.32566,0.11906,0.03785,0.02905,0.93001,3.99394,0.83672,1.24226e-05,1.24226e-05,1.24226e-05
