epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,162.019,0.84737,2.74201,0.87389,0.1685,0.32168,0.22981,0.19549,0.64186,2.39892,0.82665,0.000147102,0.000147102,0.000147102
20,170.208,0.81589,2.66968,0.8646,0.24667,0.31925,0.26878,0.22833,0.6426,2.28914,0.82678,0.00014533,0.00014533,0.00014533
21,178.973,0.81632,2.6098,0.86633,0.24291,0.36628,0.26875,0.22751,0.64902,2.25321,0.8295,0.000143558,0.000143558,0.000143558
22,186.977,0.81677,2.59497,0.86824,0.23258,0.46381,0.30891,0.26144,0.64316,2.15786,0.82804,0.000141786,0.000141786,0.000141786
23,195.683,0.81359,2.53358,0.865,0.25631,0.40191,0.29088,0.24557,0.65742,2.17582,0.82728,0.000140014,0.000140014,0.000140014
24,203.588,0.80676,2.48127,0.85992,0.22963,0.42732,0.32831,0.2809,0.63393,2.07974,0.82399,0.000138242,0.000138242,0.000138242
25,211.812,0.80522,2.4316,0.86228,0.2911,0.43233,0.3443,0.29463,0.62556,2.05057,0.82428,0.00013647,0.00013647,0.00013647
26,219.736,0.77398,2.38594,0.85846,0.3068,0.45106,0.37794,0.32133,0.63053,2.01365,0.82529,0.000134697,0.000134697,0.000134697
27,228.128,0.77797,2.3106,0.86271,0.29615,0.48504,0.37837,0.32523,0.61813,1.9378,0.8243,0.000132925,0.000132925,0.000132925
28,235.605,0.78351,2.3127,0.8596,0.27901,0.55161,0.39484,0.33923,0.614,1.90852,0.82082,0.000131153,0.000131153,0.000131153
29,243.9,0.76819,2.24583,0.85311,0.32087,0.54993,0.42146,0.36124,0.61161,1.86377,0.82207,0.000129381,0.000129381,0.000129381
30,251.632,0.77901,2.23199,0.86294,0.33461,0.52645,0.43216,0.37149,0.61482,1.81271,0.82185,0.000127609,0.000127609,0.000127609
31,259.41,0.75921,2.15775,0.85987,0.38662,0.52471,0.47023,0.40808,0.59147,1.74332,0.81848,0.000125837,0.000125837,0.000125837
32,267.01,0.76062,2.12916,0.86028,0.34034,0.53982,0.48057,0.41422,0.5952,1.75821,0.82179,0.000124065,0.000124065,0.000124065
33,274.704,0.74591,2.07232,0.85547,0.38297,0.54638,0.48455,0.4166,0.63761,1.72264,0.82324,0.000122293,0.000122293,0.000122293
34,282.522,0.76346,2.03687,0.86062,0.39657,0.55795,0.49997,0.4291,0.60689,1.68938,0.8195,0.000120521,0.000120521,0.000120521
35,290.294,0.75553,2.03616,0.85895,0.40795,0.59288,0.52712,0.45396,0.58929,1.61197,0.81698,0.000118749,0.000118749,0.000118749
36,298.062,0.75381,2.03103,0.85908,0.43738,0.58383,0.52187,0.45041,0.60769,1.6182,0.823,0.000116976,0.000116976,0.000116976
37,306.039,0.74624,1.95787,0.85539,0.44827,0.60094,0.56861,0.49135,0.58734,1.55164,0.81742,0.000115204,0.000115204,0.000115204
38,313.82,0.75045,1.93013,0.85631,0.44194,0.61289,0.56294,0.48646,0.58938,1.58246,0.82023,0.000113432,0.000113432,0.000113432
39,321.532,0.75134,1.95618,0.85289,0.47165,0.59842,0.59449,0.5105,0.59675,1.50012,0.81747,0.00011166,0.00011166,0.00011166
40,329.23,0.73518,1.88823,0.85008,0.51387,0.6026,0.59709,0.51535,0.58991,1.48391,0.81881,0.000109888,0.000109888,0.000109888
41,336.978,0.72084,1.82799,0.85275,0.47854,0.64026,0.6005,0.51969,0.58756,1.47003,0.81781,0.000108116,0.000108116,0.000108116
42,344.68,0.73462,1.83648,0.85293,0.509,0.62917,0.61393,0.53396,0.57279,1.45106,0.81343,0.000106344,0.000106344,0.000106344
43,352.647,0.7219,1.80606,0.85229,0.47108,0.64691,0.60412,0.52842,0.56573,1.43702,0.81409,0.000104572,0.000104572,0.000104572
44,360.322,0.72089,1.77947,0.84889,0.51101,0.6359,0.62004,0.53499,0.57577,1.41551,0.81372,0.0001028,0.0001028,0.0001028
45,367.996,0.71592,1.7601,0.85202,0.53162,0.63607,0.63336,0.5454,0.59278,1.4105,0.81726,0.000101028,0.000101028,0.000101028
46,375.832,0.72181,1.74801,0.84967,0.48446,0.73358,0.64665,0.55916,0.58062,1.35404,0.81365,9.92555e-05,9.92555e-05,9.92555e-05
47,383.801,0.70737,1.72475,0.85029,0.51771,0.67012,0.65116,0.56182,0.57338,1.3676,0.81362,9.74834e-05,9.74834e-05,9.74834e-05
48,391.454,0.72325,1.6902,0.84922,0.50759,0.66867,0.66083,0.57448,0.57223,1.33615,0.81371,9.57113e-05,9.57113e-05,9.57113e-05
49,399.631,0.71367,1.67976,0.84274,0.54402,0.68153,0.6639,0.57478,0.56638,1.33768,0.81297,9.39392e-05,9.39392e-05,9.39392e-05
50,408.07,0.70471,1.64032,0.8449,0.49749,0.73641,0.67454,0.58442,0.57605,1.31715,0.81536,9.21671e-05,9.21671e-05,9.21671e-05
51,416.326,0.70567,1.61813,0.85093,0.55722,0.67886,0.68568,0.59683,0.56798,1.2798,0.81312,9.0395e-05,9.0395e-05,9.0395e-05
52,424.493,0.71101,1.58618,0.84432,0.54115,0.71793,0.69167,0.60324,0.56004,1.25574,0.81045,8.86229e-05,8.86229e-05,8.86229e-05
53,432.446,0.69821,1.58425,0.84746,0.60774,0.67143,0.71186,0.61988,0.56237,1.20376,0.81194,8.68508e-05,8.68508e-05,8.68508e-05
54,440.255,0.69142,1.59002,0.84414,0.58276,0.7084,0.71003,0.61704,0.56371,1.21771,0.81198,8.50787e-05,8.50787e-05,8.50787e-05
55,448.463,0.68997,1.54161,0.84713,0.59063,0.67711,0.70703,0.61962,0.55567,1.21325,0.81179,8.33066e-05,8.33066e-05,8.33066e-05
56,456.964,0.69917,1.55605,0.84252,0.54068,0.71785,0.69774,0.60519,0.58923,1.23931,0.8156,8.15345e-05,8.15345e-05,8.15345e-05
57,464.888,0.681,1.49652,0.83986,0.58013,0.74246,0.71167,0.6193,0.56306,1.19463,0.81171,7.97624e-05,7.97624e-05,7.97624e-05
58,473.366,0.69188,1.52589,0.85015,0.60519,0.72693,0.72358,0.63402,0.55503,1.1558,0.8105,7.79903e-05,7.79903e-05,7.79903e-05
59,481.627,0.68456,1.47702,0.84366,0.58481,0.69835,0.71401,0.62476,0.55372,1.17264,0.80998,7.62182e-05,7.62182e-05,7.62182e-05
60,489.721,0.6936,1.45446,0.84763,0.60896,0.74812,0.73888,0.64582,0.5601,1.12978,0.81085,7.44461e-05,7.44461e-05,7.44461e-05
61,497.773,0.67545,1.4469,0.84256,0.61715,0.76367,0.73091,0.64127,0.55123,1.16553,0.80943,7.2674e-05,7.2674e-05,7.2674e-05
62,505.829,0.66186,1.41617,0.84091,0.63983,0.75884,0.74317,0.64837,0.55139,1.10998,0.80977,7.09019e-05,7.09019e-05,7.09019e-05
63,514.265,0.66702,1.39984,0.84594,0.67284,0.74908,0.75099,0.65612,0.54809,1.08921,0.8086,6.91298e-05,6.91298e-05,6.91298e-05
64,522.506,0.66427,1.42577,0.8387,0.65637,0.78533,0.76804,0.66793,0.56094,1.05987,0.81043,6.73577e-05,6.73577e-05,6.73577e-05
65,530.741,0.68368,1.42138,0.83774,0.68387,0.73679,0.75999,0.66288,0.5563,1.06475,0.81017,6.55856e-05,6.55856e-05,6.55856e-05
66,539.414,0.67155,1.39672,0.84349,0.62502,0.77672,0.75814,0.66525,0.55541,1.07496,0.80985,6.38135e-05,6.38135e-05,6.38135e-05
67,547.648,0.67122,1.39293,0.8412,0.66874,0.72437,0.75066,0.65806,0.55213,1.08476,0.80917,6.20414e-05,6.20414e-05,6.20414e-05
68,555.404,0.66644,1.38039,0.84104,0.59468,0.81636,0.75101,0.65913,0.54567,1.06257,0.80792,6.02693e-05,6.02693e-05,6.02693e-05
69,563.153,0.67294,1.35221,0.8445,0.68304,0.72653,0.75989,0.66723,0.53827,1.05605,0.80756,5.84972e-05,5.84972e-05,5.84972e-05
70,571.423,0.68445,1.35189,0.84438,0.66517,0.76113,0.77649,0.6858,0.53283,1.03772,0.80594,5.67251e-05,5.67251e-05,5.67251e-05
71,580.202,0.67129,1.33609,0.84314,0.65211,0.7612,0.7642,0.67229,0.53361,1.06843,0.80699,5.4953e-05,5.4953e-05,5.4953e-05
72,588.642,0.65921,1.33765,0.83528,0.70797,0.71392,0.76662,0.67432,0.53663,1.03364,0.80667,5.31809e-05,5.31809e-05,5.31809e-05
73,597.061,0.65198,1.29852,0.83753,0.65949,0.78343,0.7728,0.68003,0.54128,1.03331,0.80741,5.14088e-05,5.14088e-05,5.14088e-05
74,605.498,0.66154,1.3192,0.84198,0.68026,0.75413,0.76596,0.67856,0.53,1.02456,0.80557,4.96367e-05,4.96367e-05,4.96367e-05
75,613.84,0.66194,1.30279,0.84301,0.6426,0.77112,0.76383,0.67691,0.5326,1.02032,0.80701,4.78646e-05,4.78646e-05,4.78646e-05
76,622.365,0.64001,1.27439,0.83712,0.66212,0.75102,0.77162,0.68274,0.52855,1.02035,0.80591,4.60925e-05,4.60925e-05,4.60925e-05
77,630.892,0.64685,1.27491,0.84235,0.64145,0.80985,0.77524,0.68467,0.53488,1.01138,0.80663,4.43204e-05,4.43204e-05,4.43204e-05
78,638.753,0.65654,1.28395,0.84045,0.68258,0.78021,0.77936,0.68244,0.54992,0.99401,0.80928,4.25483e-05,4.25483e-05,4.25483e-05
79,647.039,0.65146,1.29266,0.84446,0.68608,0.78164,0.78266,0.69187,0.53594,0.98936,0.80728,4.07762e-05,4.07762e-05,4.07762e-05
80,655.124,0.65085,1.25934,0.84406,0.67365,0.78575,0.78155,0.69124,0.53607,0.98404,0.807,3.90041e-05,3.90041e-05,3.90041e-05
81,662.91,0.65456,1.27005,0.84356,0.69248,0.75314,0.78238,0.69574,0.52551,0.98117,0.80601,3.7232e-05,3.7232e-05,3.7232e-05
82,670.491,0.6491,1.26933,0.83456,0.68342,0.80125,0.78695,0.69891,0.53328,0.97003,0.80583,3.54599e-05,3.54599e-05,3.54599e-05
83,678.491,0.64945,1.24613,0.83639,0.68489,0.78734,0.77959,0.69099,0.53144,0.98462,0.80573,3.36878e-05,3.36878e-05,3.36878e-05
84,686.278,0.63596,1.2209,0.83405,0.65688,0.78578,0.77218,0.68204,0.52876,0.98491,0.80548,3.19157e-05,3.19157e-05,3.19157e-05
85,694.039,0.65088,1.2543,0.83725,0.66225,0.7891,0.77525,0.69012,0.52697,0.98874,0.80579,3.01436e-05,3.01436e-05,3.01436e-05
86,701.299,0.66712,1.24478,0.83839,0.67412,0.78902,0.77858,0.6879,0.53348,0.9734,0.80653,2.83715e-05,2.83715e-05,2.83715e-05
87,709.141,0.64182,1.22124,0.83869,0.68711,0.77668,0.78794,0.69564,0.52839,0.9657,0.80552,2.65994e-05,2.65994e-05,2.65994e-05
88,717.061,0.64395,1.23589,0.83538,0.68118,0.79607,0.7868,0.6935,0.53142,0.96488,0.80599,2.48273e-05,2.48273e-05,2.48273e-05
89,725.126,0.63821,1.18535,0.83341,0.69693,0.78731,0.78873,0.7005,0.52137,0.96182,0.80415,2.30552e-05,2.30552e-05,2.30552e-05
90,732.901,0.64523,1.20633,0.83705,0.68601,0.78008,0.78595,0.69653,0.52363,0.96592,0.8051,2.12831e-05,2.12831e-05,2.12831e-05
91,768.795,0.58676,1.09351,0.82866,0.67925,0.77861,0.78388,0.69261,0.53438,0.99344,0.80671,1.9511e-05,1.9511e-05,1.9511e-05
92,776.712,0.56347,1.07667,0.82842,0.66098,0.8318,0.78787,0.69392,0.53763,0.98108,0.80699,1.77389e-05,1.77389e-05,1.77389e-05
93,784.594,0.57146,1.08725,0.82304,0.65168,0.82647,0.78752,0.69339,0.53915,0.97513,0.80704,1.59668e-05,1.59668e-05,1.59668e-05
94,792.095,0.56215,1.05632,0.82492,0.64556,0.82414,0.79104,0.69643,0.53435,0.97197,0.80706,1.41947e-05,1.41947e-05,1.41947e-05
95,800.062,0.56226,1.04933,0.82386,0.66763,0.80339,0.79193,0.69763,0.53413,0.96574,0.8065,1.24226e-05,1.24226e-05,1.24226e-05
96,807.62,0.57069,1.05568,0.83232,0.68479,0.78101,0.78922,0.6972,0.53113,0.96367,0.80582,1.06505e-05,1.06505e-05,1.06505e-05
97,815.386,0.55329,1.02753,0.82191,0.66926,0.79739,0.79123,0.69761,0.53528,0.96629,0.80639,8.8784e-06,8.8784e-06,8.8784e-06
98,822.987,0.55646,1.04666,0.82226,0.65287,0.83448,0.78759,0.69564,0.53462,0.96492,0.80631,7.1063e-06,7.1063e-06,7.1063e-06
99,830.584,0.54909,1.01946,0.82181,0.67585,0.8125,0.78626,0.69432,0.52836,0.95775,0.80571,5.3342e-06,5.3342e-06,5.3342e-06
