epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,1853.17,0.99835,2.76618,0.85105,0.14303,0.29961,0.15842,0.12928,0.74138,2.63268,0.81678,7.2674e-05,7.2674e-05,7.2674e-05
32,1910.44,0.99132,2.72291,0.84865,0.14957,0.29987,0.16269,0.13299,0.74057,2.60335,0.81832,6.91298e-05,6.91298e-05,6.91298e-05
33,1967.19,0.98905,2.70221,0.84753,0.15113,0.29616,0.17111,0.13951,0.75079,2.57388,0.82007,6.55856e-05,6.55856e-05,6.55856e-05
34,2023.83,0.98616,2.68327,0.8515,0.16638,0.30385,0.19032,0.1565,0.72538,2.56068,0.81746,6.20414e-05,6.20414e-05,6.20414e-05
35,2081.17,0.97256,2.66728,0.84767,0.14788,0.29935,0.19517,0.16098,0.73055,2.54509,0.81704,5.84972e-05,5.84972e-05,5.84972e-05
36,2138.03,1.00381,2.66828,0.85435,0.12679,0.36429,0.19825,0.16132,0.75891,2.53371,0.8194,5.4953e-05,5.4953e-05,5.4953e-05
37,2198.44,0.95292,2.61465,0.84695,0.1646,0.34061,0.20586,0.16944,0.74406,2.51726,0.81896,5.14088e-05,5.14088e-05,5.14088e-05
38,2255.3,0.9586,2.60047,0.84286,0.14514,0.3769,0.20594,0.17052,0.73017,2.49858,0.81686,4.78646e-05,4.78646e-05,4.78646e-05
39,2312.17,0.95892,2.57456,0.8494,0.14301,0.33304,0.21521,0.17812,0.72844,2.48778,0.81738,4.43204e-05,4.43204e-05,4.43204e-05
40,2369.09,0.92832,2.55535,0.84922,0.1592,0.30846,0.21946,0.18164,0.72177,2.47918,0.81666,4.07762e-05,4.07762e-05,4.07762e-05
41,2426.19,0.83652,2.50104,0.82909,0.15335,0.35724,0.21644,0.17688,0.76285,2.47109,0.81931,3.7232e-05,3.7232e-05,3.7232e-05
42,2482.37,0.81776,2.45862,0.83064,0.14753,0.37812,0.22228,0.18177,0.73429,2.45918,0.81582,3.36878e-05,3.36878e-05,3.36878e-05
43,2538.24,0.83227,2.4542,0.83465,0.15137,0.40602,0.22622,0.18559,0.7415,2.45343,0.81627,3.01436e-05,3.01436e-05,3.01436e-05
44,2594.43,0.81512,2.42861,0.83169,0.14986,0.40877,0.22895,0.18935,0.73517,2.44053,0.81616,2.65994e-05,2.65994e-05,2.65994e-05
45,2650.73,0.80302,2.42233,0.83093,0.1561,0.38659,0.23916,0.19852,0.71815,2.43283,0.81535,2.30552e-05,2.30552e-05,2.30552e-05
46,2707.2,0.78457,2.39754,0.82835,0.16647,0.42479,0.24349,0.20267,0.71442,2.41518,0.81475,1.9511e-05,1.9511e-05,1.9511e-05
47,2763.22,0.78931,2.38149,0.82929,0.16467,0.42977,0.24238,0.20098,0.73136,2.41263,0.81647,1.59668e-05,1.59668e-05,1.59668e-05
48,2819.84,0.78028,2.37721,0.82712,0.16155,0.43203,0.24579,0.20398,0.71901,2.40333,0.81525,1.24226e-05,1.24226e-05,1.24226e-05
49,2875.99,0.79043,2.38431,0.8242,0.16609,0.42978,0.2482,0.20741,0.71063,2.39779,0.8146,8.8784e-06,8.8784e-06,8.8784e-06
50,2932.05,0.77488,2.38714,0.82464,0.16958,0.43885,0.24802,0.20686,0.7171,2.39399,0.81511,5.3342e-06,5.3342e-06,5.3342e-06
